chr	start	end	mean_meth_FB	mean_cov_FB	nCpG_FB	name	mean_meth_WB	mean_cov_WB	nCpG_WB	delta	direction	overlapping_gene_NCBI_ID	overlapping_gene_NCBI_symbol	gene description
NC_133180.1	78537090	78537514	0.982826441	19.28787879	198	cgi2547	0.974555729	13.56908832	39	0.008270712	No change	100000720		
NC_133194.1	34720458	34721188	0.000430379	14.7559399	323	cgi8730	0.008571429	12.58125	24	-0.008141049	No change	393696;557340		
NC_133180.1	42232709	42233325	0.047047602	12.71676163	322	cgi2375	0.055181002	107.7894737	76	-0.0081334	No change	569444		
NC_133187.1	51493596	51494004	0.962173682	13.89212963	236	cgi5803	0.954137348	44.38095238	50	0.008036334	No change	100333111		
NC_133178.1	310305	310544	0.972152703	16.99960318	125	cgi1123	0.980139961	46.27380952	84	-0.007987258	No change	100536140		
NC_133176.1	15413032	15413642	0.002717921	14.58510638	282	cgi176	0.010687229	22.47321429	25	-0.007969308	No change	568926		
NC_133195.1	21534663	21534956	0.927564881	10.03636364	126	cgi9012	0.935502736	135.40625	32	-0.007937855	No change	394203		
NC_133200.1	38963857	38964184	0.227585629	12.85509031	172	cgi11196	0.219716048	137.1875	32	0.007869581	No change	100003049		
NC_133196.1	27225516	27225854	0.476333672	16.51190476	168	cgi9588	0.484170022	57.275	40	-0.007836351	No change	81583		
NC_133181.1	44918475	44918821	0	10.55135135	185	cgi2956	0.007831247	49.81818182	80	-0.007831247	No change	449927		
NC_133188.1	31300263	31300546	0.000790514	10.26956522	109	cgi6033	0.008608451	12.46875	51	-0.007817937	No change	559942		
NC_133189.1	157429	157650	0.915357623	19.77777778	126	cgi6258	0.923134158	11.875	20	-0.007776534	No change	798023		
NC_133195.1	32316415	32316636	0.001984127	11.87301587	126	cgi9082	0.00962963	13	25	-0.007645503	No change	141379293;399487		
NC_133182.1	24874849	24875332	0.000423447	20.2264151	318	cgi3368	0.008045814	11.25565611	56	-0.007622368	No change	100005996		
NC_133194.1	46382550	46382947	0.895842176	11.44920635	178	cgi8798	0.903424622	51.25	56	-0.007582446	No change	796164		
NC_133197.1	11529777	11530079	0.94390959	11.36458333	126	cgi9949	0.951465593	80.33333333	24	-0.007556003	No change	100317924		
NC_133193.1	157099	158061	0.001755465	27.89071038	732	cgi8023	0.009287541	35.28333334	47	-0.007532076	No change	791145		
NC_133190.1	12563606	12563818	0.960672187	16.57539683	131	cgi6837	0.953156849	57.92857143	28	0.007515338	No change	141377778;437023		
NC_133177.1	3047421	3047652	0.967019981	10.71507353	90	cgi676	0.974513704	106.8333333	36	-0.007493723	No change	402879		
NC_133183.1	119908	120161	0.000849222	31.53205128	156	cgi3729	0.008333333	14.02777778	36	-0.007484111	No change	405848		
NC_133193.1	22507546	22508268	0.961437134	11.66825775	293	cgi8197	0.968913673	62.73214286	56	-0.007476539	No change	572849		
NC_133184.1	25469929	25470212	0.002035544	15.95512821	156	cgi4363	0.009509154	13.16439394	45	-0.00747361	No change	556612;141376126		
NC_133182.1	9744198	9744707	0.93490251	10.10483556	307	cgi3253	0.942370513	56.61363636	44	-0.007468003	No change	405798		
NC_133193.1	54132645	54132989	0.910946092	24.51372549	208	cgi8360	0.903489082	38.72604167	106	0.00745701	No change	100330789;393599		
NC_133185.1	5281928	5282171	0.96209818	16.62285903	137	cgi4763	0.969547556	24.02777778	36	-0.007449376	No change	100002948;415222;100332334		
NC_133183.1	63273083	63273420	0.000971771	16.15315316	222	cgi4156	0.008395196	41.45959596	65	-0.007423424	No change	322104		
NC_133183.1	25220344	25222307	0.000429932	12.63600258	821	cgi3948	0.00781956	14.22874494	64	-0.007389628	No change	555300;141375629		
NC_133198.1	6625436	6625912	0.001971972	14.53174603	252	cgi10193	0.009314654	11.19305556	37	-0.007342682	No change	333991		
NC_133195.1	227188	227912	0.961864323	20.18484849	330	cgi8873	0.969184732	45.42708333	96	-0.007320408	No change	566668		
NC_133198.1	47740217	47740511	0.031719457	19.48888889	180	cgi10432	0.038993674	54.8482143	72	-0.007274216	No change	100333270		
NC_133178.1	65455710	65456110	0	13.16269841	252	cgi1587	0.007269962	18.70833333	53	-0.007269962	No change	323700;570782		
NC_133189.1	58417957	58418210	0.975272354	15.11183261	131	cgi6675	0.968043471	38.65909091	38	0.007228883	No change	100330305		
NC_133178.1	6368185	6368489	0.95489316	18.08194977	172	cgi1183	0.962108645	145.75	44	-0.007215485	No change	553764		
NC_133189.1	242219	242790	0.956441447	20.51041667	288	cgi6261	0.963611661	38.57291667	36	-0.007170214	No change	565201		
NC_133194.1	334893	336602	0.969220312	15.71285011	919	cgi8473	0.976359656	117.7440476	57	-0.007139344	No change	100144552		
NC_133176.1	55590011	55590288	0.938783405	11.80474308	113	cgi389	0.931660553	37.26176471	61	0.007122852	No change	797517		
NC_133193.1	24848760	24848979	0.800712415	16.92592593	108	cgi8207	0.793625597	50.03571429	28	0.007086818	No change	562393		
NC_133198.1	2456884	2457230	0.979441293	14.96419753	160	cgi10166	0.972436802	67.50961539	110	0.00700449	No change	101886810		
NC_133180.1	23801278	23802369	0.001708573	13.17361111	576	cgi2259	0.008705214	33.25952381	59	-0.006996641	No change	553209;404623;101882707		
NC_133181.1	61504917	61505118	0.972715993	13.06105263	99	cgi3051	0.965725852	35.19444444	32	0.006990141	No change	404631		
NC_133200.1	31742674	31743062	0.012528834	11.32828283	198	cgi11090	0.019498303	32.74659091	53	-0.006969469	No change	368305		
NC_133178.1	14975266	14976288	0.87369025	14.46411921	467	cgi1276	0.86674559	16.95555556	58	0.006944659	No change	564307		
NC_133181.1	63309961	63311051	0.000442058	24.09230769	780	cgi3102	0.007364262	24.79246964	76	-0.006922204	No change	569207		
NC_133193.1	863947	865002	0.966391135	12.01310017	517	cgi8053	0.973275259	46.45761819	115	-0.006884123	No change	334471;141378781		
NC_133180.1	28038296	28039031	0.000272331	10.81554801	309	cgi2287	0.00713883	16.8	30	-0.006866499	No change	550353;791144		
NC_133193.1	54108372	54108752	0.9112574	26.46111111	180	cgi8352	0.918122443	100.8741453	41	-0.006865044	No change	260303		
NC_133194.1	35372364	35372661	0.000328731	16.29059829	234	cgi8733	0.007157233	36.82894737	67	-0.006828501	No change	368910		
NC_133196.1	27132876	27133473	0.021641666	11.76744186	172	cgi9586	0.028441158	69.86102208	89	-0.006799493	No change	100334848		
NC_133188.1	105563	106009	0.956820639	18.67857143	252	cgi5839	0.963559082	76.30714286	140	-0.006738443	No change	336198		
NC_133193.1	1855209	1855820	0.003362288	10.15625	384	cgi8067	0.010033442	19.91666667	40	-0.006671153	No change	403006		
NC_133186.1	2755713	2755987	0	11.68888889	135	cgi5113	0.006666667	14	20	-0.006666667	No change	266756		
NC_133189.1	47614190	47616811	0.029936226	15.69763705	1304	cgi6610	0.036546375	73.71165214	174	-0.006610149	No change	360138		
NC_133177.1	169106	169329	0.913259414	19.82258065	186	cgi631	0.906677059	115.25	60	0.006582355	No change	793907		
NC_133182.1	975778	976373	0.969298305	22.87234043	282	cgi3127	0.975835458	51.875	40	-0.006537153	No change	100333928;101886393		
NC_133186.1	40778073	40778549	0.624240559	13.99525842	227	cgi5334	0.630776942	10	20	-0.006536383	No change	555983;101882875;100150007		
NC_133195.1	17962886	17963211	0	11.69047619	210	cgi8999	0.00647565	14.28846154	46	-0.00647565	No change	368217		
NC_133178.1	419412	420215	0.930591698	18.12748987	371	cgi1135	0.9241165	75.731121	118	0.006475199	No change	100331338;100037309;407660		
NC_133177.1	63409178	63409393	0.017721643	16.41283069	215	cgi1097	0.02419547	108.5371573	146	-0.006473827	No change	100033552		
NC_133194.1	41886240	41886658	0.001705653	11.9122807	228	cgi8764	0.008173413	32.63636364	48	-0.00646776	No change	556993		
NC_133182.1	1029611	1030062	0.001563714	12.16964286	333	cgi3130	0.007963491	11.2008547	51	-0.006399777	No change	100333928;101886393		
NC_133185.1	6270265	6270749	0.951769638	21.67886179	246	cgi4775	0.945385305	43.575	40	0.006384334	No change	100006778		
NC_133178.1	10406656	10406998	0.022231353	13.90967742	155	cgi1225	0.015896436	68.33928572	56	0.006334917	No change	102725539		
NC_133197.1	243888	244720	0.94382635	20.25196352	485	cgi9744	0.950149544	75.91589744	64	-0.006323194	No change	335459		
NC_133191.1	57919740	57920028	0.980776565	10.97364954	134	cgi7489	0.986990297	58	32	-0.006213732	No change	108179658;791148		
NC_133178.1	20772130	20772508	0	14.63333333	150	cgi1329	0.00617284	10.2962963	27	-0.00617284	No change	30450		
NC_133193.1	951094	951671	0.001871806	17.48412698	378	cgi8056	0.008026141	51.19444445	36	-0.006154335	No change	100330109		
NC_133195.1	1810667	1811249	0.012347914	21.2808642	324	cgi8911	0.018491809	84.19230769	52	-0.006143895	No change	no_gene		
NC_133185.1	41668901	41669384	0.966235656	14.8180835	222	cgi4966	0.972360507	28.01190476	40	-0.006124851	No change	327618		
NC_133183.1	14306145	14306436	0.172599345	12.84	150	cgi3868	0.178711847	31.75	20	-0.006112502	No change	100151577		
NC_133187.1	48025535	48025785	0.24255779	14.075	125	cgi5758	0.236475238	17.94444444	38	0.006082553	No change	137496855		
NC_133184.1	311905	312136	0.924694502	18.74074074	108	cgi4216	0.930754482	123.1071428	28	-0.006059979	No change	780837		
NC_133184.1	52464675	52464944	0.510218196	14.43650794	126	cgi4505	0.504187865	125.0426136	41	0.006030331	No change	no_gene		
NC_133193.1	53989476	53989867	0.963717253	21.3627451	204	cgi8342	0.957704851	45.44318182	54	0.006012401	No change	100330514;141378697		
NC_133183.1	63899347	63899748	0.953623111	15	174	cgi4169	0.959530851	60.1580616	94	-0.00590774	No change	100333146		
NC_133195.1	58279334	58280216	0.966570731	16.98015873	504	cgi9308	0.960689857	41.89400585	79	0.005880874	No change	555839		
NC_133178.1	35104977	35105386	0.003138528	11.76587302	222	cgi1452	0.008993111	69.44648693	65	-0.005854583	No change	777711		
NC_133185.1	17565705	17566021	0.630660263	16.39102564	156	cgi4827	0.624815924	100.225	40	0.005844339	No change	393897		
NC_133196.1	47162514	47163050	0.969995156	10.73174961	205	cgi9683	0.964186139	10.91666667	35	0.005809017	No change	751637		
NC_133178.1	13112835	13113107	0.016785659	14.72744539	161	cgi1245	0.022552261	82.31818182	88	-0.005766603	No change	572250		
NC_133199.1	46168000	46168236	0.000445633	29.88636364	132	cgi10835	0.006204044	15.35	30	-0.005758411	No change	103909792		
NC_133178.1	62052031	62054007	0.938768034	12.93136061	817	cgi1554	0.933127272	59.46480331	90	0.005640762	No change	no_gene		
NC_133178.1	331748	332012	0.000790598	23.52564103	156	cgi1127	0.006340406	26.38888889	36	-0.005549807	No change	100331338;137490269		
NC_133199.1	12603274	12603888	0.976288184	12.16850561	251	cgi10602	0.970780619	82.09577921	80	0.005507565	No change	103909745		
NC_133182.1	54151114	54151390	0.405545409	11.04337232	113	cgi3548	0.411044583	48.9375	55	-0.005499174	No change	407985		
NC_133180.1	30754935	30755136	0.972888574	14.64705882	102	cgi2301	0.978383609	50	36	-0.005495035	No change	569656		
NC_133188.1	40065	40267	0.904482896	20.84623408	140	cgi5831	0.899135716	55.07692308	52	0.00534718	No change	492333		
NC_133178.1	64767093	64767862	0.972256848	11.39987463	391	cgi1573	0.966911564	71.60869565	92	0.005345284	No change	336227		
NC_133182.1	74690140	74690381	0.94230541	10.49782135	99	cgi3621	0.947646368	80.88571428	31	-0.005340957	No change	393501		
NC_133180.1	15951000	15951223	0.058673158	12.28947368	114	cgi2202	0.063961229	69.89285714	28	-0.005288071	No change	796574;541381		
NC_133180.1	18732033	18732338	0	11.76960785	204	cgi2220	0.005247376	21.46428572	28	-0.005247376	No change	352941		
NC_133176.1	44588677	44589145	0	14.2374348	227	cgi301	0.005213425	25	24	-0.005213425	No change	100037355		
NC_133186.1	47552668	47552952	0.758017056	17.17857143	168	cgi5426	0.752893354	56.2941499	120	0.005123702	No change	100334988		
NC_133193.1	5695414	5695640	0.00770579	15.56111111	180	cgi8102	0.012792208	28.35	35	-0.005086418	No change	100334261		
NC_133199.1	45965696	45966017	0.65951549	13.03508772	216	cgi10825	0.65447676	59.23630953	85	0.00503873	No change	100331321		
NC_133189.1	34254008	34254329	0.808675391	14.35802469	162	cgi6535	0.803668782	130.2	38	0.005006609	No change	563197		
NC_133197.1	20102633	20102863	0.966010842	13.80555556	108	cgi10017	0.970997642	26.09027778	37	-0.0049868	No change	568618		
NC_133194.1	38372	38942	0.962390978	22.15248227	282	cgi8451	0.967370316	11.89390142	61	-0.004979338	No change	404625		
NC_133183.1	64439831	64441115	0.923291713	25.51872659	534	cgi4201	0.928253005	34.81926031	116	-0.004961292	No change	30295		
NC_133184.1	9060465	9060796	0.943207794	13.61861111	147	cgi4297	0.938329665	16.72222222	37	0.004878129	No change	678608		
NC_133195.1	58419053	58419663	0.919522701	17.02619048	299	cgi9313	0.924371645	52.3376409	94	-0.004848943	No change	108180286		
NC_133176.1	15726944	15727428	0.001297314	11.16618273	250	cgi179	0.005978652	30.35714286	20	-0.004681339	No change	553756		
NC_133194.1	40085694	40086010	0.890581533	12.15517241	174	cgi8759	0.895246448	126	72	-0.004664915	No change	557556		
NC_133179.1	129297	130580	0.977165723	23.68085107	846	cgi1628	0.981794381	51.11951464	436	-0.004628658	No change	100537865;100329491		
NC_133183.1	48513820	48514339	0.002083594	13.98015873	252	cgi4052	0.006666667	13.79166667	21	-0.004583072	No change	393387;101885211		
NC_133186.1	33262535	33263155	0.945729049	11.39687761	339	cgi5287	0.950278211	81.0787037	135	-0.004549163	No change	569528		
NC_133191.1	6353114	6353328	0.388058118	11.57598039	117	cgi7217	0.392591874	18.65	20	-0.004533755	No change	561925		
NC_133189.1	245099	245337	0.014691396	23.70512821	156	cgi6262	0.019215271	112.5394942	80	-0.004523876	No change	565201		
NC_133176.1	47751998	47752377	0.911946606	17.37179487	156	cgi316	0.916449991	76.08333333	36	-0.004503384	No change	403307		
NC_133184.1	897380	897822	0.931423508	11.68611111	190	cgi4225	0.935875446	47.93529412	49	-0.004451938	No change	406453		
NC_133179.1	186660	187323	0.973403723	29.05555556	414	cgi1641	0.968963226	61.40445351	187	0.004440496	No change	406523		
NC_133182.1	21929965	21930422	0.95724918	12.65053625	219	cgi3337	0.961571597	32.31031746	39	-0.004322417	No change	556158		
NC_133177.1	62959851	62960098	0.95184808	12.42277778	148	cgi1081	0.956095629	96.07142857	28	-0.004247549	No change	100334269		
NC_133185.1	26393094	26393384	0.018455033	11.09963768	143	cgi4858	0.022670089	17.625	24	-0.004215055	No change	141376355;100006797		
NC_133189.1	2423939	2425942	0.335440786	10.92648757	756	cgi6323	0.339648296	66.97733443	184	-0.00420751	No change	554047;554048;554053;554054;554055;554056;554057;324865;554060;554063;554064		
NC_133176.1	58582435	58582660	0.977284756	10.11462451	137	cgi449	0.981478216	25.175	40	-0.004193459	No change	556043		
NC_133176.1	10126312	10126684	0	15.80729167	192	cgi133	0.004115226	12.37037037	23	-0.004115226	No change	570453;322387		
NC_133194.1	51572128	51572349	0.909830232	27.91176471	102	cgi8853	0.913943464	49.49383117	39	-0.004113231	No change	393394		
NC_133177.1	3437385	3437658	0.525062154	11.91636473	143	cgi683	0.529172332	95.14166668	36	-0.004110178	No change	751644		
NC_133197.1	2929837	2930076	0.855429733	20.02173913	138	cgi9818	0.859468779	16.74074074	23	-0.004039046	No change	no_gene		
NC_133181.1	62574448	62575057	0.939202838	13.78957412	277	cgi3069	0.935194699	61.0567503	112	0.004008139	No change	100329563		
NC_133197.1	161442	161863	0.92443018	17.83990148	173	cgi9734	0.928434621	14.77619048	24	-0.004004441	No change	791133;100003986		
NC_133186.1	213187	213563	0.906407742	22.44047619	168	cgi5071	0.902468104	35.54375	29	0.003939638	No change	103911796		
NC_133199.1	35766474	35766704	0.857565872	11.25842105	99	cgi10707	0.861378428	98.46875	32	-0.003812556	No change	564419		
NC_133181.1	61466315	61466746	0.783398671	12.36071428	212	cgi3049	0.779609611	34.61221591	59	0.00378906	No change	405789		
NC_133191.1	59049139	59049346	0.72951888	12.03411306	113	cgi7508	0.733271992	25.55555556	36	-0.003753112	No change	406377		
NC_133184.1	46033587	46034372	0.004123934	15.94047619	420	cgi4466	0.007804233	10.08333333	26	-0.003680298	No change	30169		
NC_133178.1	22921364	22921677	0.173592152	18.05729167	192	cgi1365	0.177246721	127.125	56	-0.003654569	No change	445084		
NC_133195.1	48642551	48642819	0.486998503	13.95238095	126	cgi9174	0.490614504	19.81481481	27	-0.003616001	No change	100537703		
NC_133190.1	51575229	51575585	0.866335453	15.42739899	142	cgi7119	0.869938022	67.14309211	73	-0.00360257	No change	100330543		
NC_133200.1	2681830	2682067	0.943124128	15.33333333	108	cgi10909	0.946696937	16.75	40	-0.003572809	No change	557714		
NC_133195.1	33511859	33512360	0.000751563	12.45370371	216	cgi9089	0.004320988	10.88888889	30	-0.003569424	No change	447799		
NC_133177.1	3270690	3271112	0.963570895	11.49691358	185	cgi681	0.966939862	10.51851852	21	-0.003368967	No change	60632		
NC_133194.1	49037648	49037950	0.985069601	12.43328585	159	cgi8816	0.98177512	59.07247899	71	0.003294481	No change	405801		
NC_133183.1	25002521	25002987	0.931748186	14.49831933	209	cgi3942	0.935024375	43.90333333	81	-0.003276189	No change	327606		
NC_133187.1	305992	306305	0.894558917	19.375	168	cgi5478	0.897828468	81.1	80	-0.003269551	No change	100331725		
NC_133182.1	12036246	12036931	0.389844868	13.48313492	293	cgi3265	0.393110423	40.31295788	51	-0.003265555	No change	100003660;569582		
NC_133196.1	5601229	5601722	0.891353668	20.82436323	250	cgi9437	0.888089261	19.69380953	77	0.003264408	No change	402833		
NC_133180.1	38867180	38867385	0	16.98412698	126	cgi2350	0.003225941	13.79356061	38	-0.003225941	No change	336830;567170		
NC_133182.1	29233419	29233671	0.887958444	13.14732143	113	cgi3400	0.884788744	108.6577381	54	0.003169701	No change	336598		
NC_133187.1	294991	295384	0.002607115	17.075	240	cgi5476	0.005710835	10.32681159	48	-0.00310372	No change	266676		
NC_133194.1	40851151	40851361	0.173890546	19.40151515	132	cgi8761	0.176972818	31.51666667	60	-0.003082272	No change	555505		
NC_133184.1	29732718	29732957	0.525824478	12.55833333	120	cgi4387	0.528826777	10	25	-0.003002299	No change	100006614		
NC_133189.1	50647800	50648177	0.939178226	11.98443224	166	cgi6627	0.936231756	44.15899123	73	0.00294647	No change	572041;141377597		
NC_133179.1	2641654	2641857	0.88631692	18.86561265	137	cgi1708	0.889248008	25.51851852	24	-0.002931088	No change	no_gene		
NC_133190.1	18583612	18583865	0.967348807	14.38636364	132	cgi6857	0.970207624	16.43344156	29	-0.002858817	No change	no_gene		
